"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,3.52,1.9,0.678371535,0.510138833,-0.072181341,50,5,0,0,0,0,0,0,1
2,3.94,4.14,0.502674789,0.426989346,0.034415259,50,17,1.5,0,0,0,0,0,1
1,43.45,5.5,0.336940082,0.092539163,0.007240928,50,3,1.48,0,1,5.5,1.5,0.503675193,2
0,45.08,0,0.36,0.0841,0,50,7,0,1,0,0,0,0.565486678,2
0,50.71,3.3,0.76637766,0.617953235,-6.05e-05,50,6,0,0,0,0,0,0,3
2,51.38,2.12,0.739376488,0.578159956,0.006234159,50,18,1.5,0,0,0,0,0,3
1,65.79,5.5,0.391316893,0.646315053,-0.15586989,50,1,0.92,0,1,5.5,1.5,0.062653929,4
0,66.57,0.6,0.378760686,0.419624876,-0.058577192,50,8,0,1,0,0,0,0.011308728,4
3,76.17,0,0.49407891,1.170502095,0.305116559,50,14,1.46,0,2,0,1.5,0.890714122,5
0,76.26,4.78,0.597203797,0.456197152,0.076656284,50,9,0,0,0,0,0,0,5
2,76.79,0.38,0.511163983,0.438916544,-0.065376775,50,19,1.5,3,0,0,1.5,0.270184503,5
0,119.67,2.46,0.484244238,0.352129113,-0.024864255,50,10,0,0,0,0,0,0,6
2,120.21,3.29,0.435619842,0.340268597,0.017511096,50,20,1.5,0,0,0,0,0,6
0,126.59,4.86,0.44945259,0.400879639,0.026237774,50,11,0,0,0,0,0,0,7
3,126.82,0,0.51814317,1.010856653,0.328400452,50,16,1.03,0,2,0,1.5,0.361091915,7
2,127.13,0.03,0.39106169,0.292086522,-0.05385047,50,21,1.5,3,0,0,1.5,0.561636627,7
0,129.19,2.71,0.753230123,0.531597122,-0.042981638,50,12,0,0,0,0,0,0,8
2,129.98,2.76,0.589866757,0.555248509,-0.014877688,50,22,1.5,0,0,0,0,0,8
