"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,18.49,5.5,0.201398453,0.086753894,-0.02726685,50,1,0.02,3,0,5.5,0,0.284979331,1
2,18.85,5.14,0.116215619,0.414251515,0.177780583,50,13,1.5,0,4,5.5,1.5,0.014517129,1
3,23.49,0,0.421288402,0.402627398,-0.002642664,50,19,0.44,4,0,0,0,0.13198826,2
1,26.8,5.5,0.207476234,0.172610531,0.022480025,50,2,0.88,0,0,0,0,0,2
1,54.04,5.5,0.0625,0.0529,0,50,3,0.04,3,0,5.5,0,0.077860011,3
2,54.53,5.2,0.052530643,0.291957521,0.097838648,50,15,1.5,0,4,5.5,1.5,0.005955355,3
2,56.72,2.72,0.196066872,0.419418128,-0.267403758,50,14,1.5,0,0,0,0,0,4
1,57.45,5.5,0.349954593,0.238046281,0.104702387,50,4,0.64,0,0,0,0,0,4
3,57.79,0,0.499605503,0.407941829,-0.033782042,50,20,0.85,0,0,0,0,0,4
0,108.83,1.22,0.327059202,0.158836569,-0.042428269,50,11,0,0,0,0,0,0,6
2,109.77,1.2,0.968665844,4.499692398,-1.877016177,50,16,1.5,3,0,0,1.5,-0.004223379,5
3,110.01,0,0.1681,0.0576,0,50,22,1.46,0,2,0,1.5,0.226782181,5
1,110.11,5.5,0.197768412,0.18128189,0.026684984,50,6,0.58,0,0,0,0,0,6
1,140.76,5.5,0.191632241,0.181350973,0.038602653,50,8,1.06,0,0,0,0,0,7
3,140.83,0,0.485484295,0.461004399,0.00031831,50,23,0.79,0,0,0,0,0,7
