"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,3.29,2.96,1.030474423,1.082429451,0.024789444,50,6,1.5,0,0,0,0,0,1
0,3.31,1.86,1.149787488,0.890664317,-0.180568168,50,1,0,0,0,0,0,0,1
3,71.05,0,0.824278756,0.960637134,-0.030610652,50,13,1.33,0,2,0,1.5,0.993552688,2
0,71.19,3.85,1.091343074,1.381198311,-0.243541794,50,2,0,0,0,0,0,0,2
2,71.24,0.29,0.850092275,1.069546822,0.030744535,50,7,1.5,3,0,0,1.5,1.042298043,2
1,77.67,5.5,0.419103291,1.046938347,0.278677044,50,12,0.68,3,1,5.5,1.5,0.080901541,3
2,78.34,5.42,0.5041,0.0529,0,50,8,1.5,0,4,5.5,1.5,0.599074604,3
0,95.96,1.76,0.746439428,0.727850974,-0.142339403,50,3,0,0,0,0,0,0,4
2,96.13,2.78,1.02932888,1.146467224,0.064194082,50,9,1.5,0,0,0,0,0,4
0,99.54,4.68,0.679148501,1.2325011,0.278779902,50,4,0,0,2,5.5,0,0.225201843,5
3,99.87,0,0.5929,0.7225,7.94e-18,50,14,0.43,4,0,0,0,0.338112414,5
0,122.16,1.17,0.530369848,0.39337645,-0.091463156,50,5,0,0,0,0,0,0,6
2,122.28,3.71,1.258778418,0.772005654,0.120708987,50,10,1.5,0,0,0,0,0,6
