"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,20.76,2.73,0.880851337,1.320897512,0.229280884,50,1,0,0,0,0,0,0,1
2,20.97,1,0.799384448,1.622068331,-0.247233774,50,5,1.5,3,0,0,1.5,0.067312962,1
3,21.06,0,0.470441437,0.144100728,-0.012753162,50,13,1.49,0,2,0,1.5,0.723114378,1
1,55.09,5.5,0.438398297,0.708702217,-0.158262488,50,10,1.45,0,1,5.5,1.5,0.5719581,2
0,56.47,0.39,0.600868494,0.311792971,0.123232505,50,2,0,1,0,0,0,0.132657061,2
2,56.56,4.39,1.056766653,0.896854275,-0.119728274,50,6,1.5,0,0,0,0,0,2
0,76.95,3.01,0.833199247,2.033830663,0.335791823,50,3,0,0,0,0,0,0,3
2,77.09,0.33,0.760790952,1.786658859,-0.09545958,50,7,1.5,3,0,0,1.5,0.68464209,3
3,77.09,0,0.780789659,0.587983895,-0.077321564,50,14,1.38,0,2,0,1.5,0.98644635,3
0,112.53,2.53,0.987147949,1.437534043,0.392582486,50,4,0,0,0,0,0,0,4
2,112.65,1.18,0.9231548,1.844616273,-0.17236914,50,8,1.5,3,0,0,1.5,0.046298495,4
3,112.82,0,0.475174093,0.076831497,0.0154037,50,15,1.5,0,2,0,1.5,0.741576061,4
