"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,4.31,0.12,0.263098584,0.453050263,-0.104267681,50,1,0,1,0,0,0,0.259281321,1
1,4.38,5.5,0.261698646,0.336966422,0.046385463,50,16,1.47,0,1,5.5,1.5,0.586120146,1
3,10.24,0,0.117514853,0.079775402,-0.025153874,50,20,1.42,0,2,0,1.5,0.108579765,2
2,10.43,0.27,0.659877762,1.658895582,-0.934689733,50,6,1.5,3,0,0,1.5,0.035127467,2
0,40.45,0.43,0.508360181,0.582055935,-0.184815203,50,2,0,1,0,0,0,0.159499124,3
1,40.49,5.5,0.2916,0.0784,0,50,17,1.47,0,1,5.5,1.5,0.421963709,3
2,42.45,1.65,0.580903172,0.852095249,-0.60181558,50,8,1.5,0,0,0,0,0,4
3,43.13,0,0.1296,0.0961,0,50,21,1.11,0,0,0,0,0,4
2,76.52,0.89,0.247803952,1.600972909,-0.529450535,50,11,1.5,3,0,0,1.5,0.000572196,5
3,76.66,0,0.09,0.0529,0,50,22,1.31,0,2,0,1.5,0.014918769,5
2,83.45,1.61,0.172728859,0.303127749,-0.122002331,50,12,1.5,0,0,0,0,0,6
0,84.9,4.1,0.402574386,0.18689205,0.138152463,50,3,0,0,0,0,0,0,6
2,101.11,3.51,0.093697997,0.269462862,0.087145063,50,14,1.5,0,0,0,0,0,7
1,101.72,5.5,0.088070377,0.066901742,0.021235413,50,19,0.63,0,0,0,0,0,7
