"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,16.37,4.22,0.184028831,0.936082669,0.258359418,50,14,1.5,0,0,0,0,0,1
3,16.83,0,0.25,0.1681,0,50,9,0.49,0,0,0,0,0,1
1,38.4,5.5,0.1225,0.09,0,50,1,1.48,0,1,5.5,1.5,0.178195677,2
2,40.2,1.83,0.125996977,0.220046547,-0.128183486,50,15,1.5,0,0,0,0,0,2
0,40.35,0.28,0.236151931,0.620233033,-0.156949695,50,6,0,1,0,0,0,0.094835833,2
3,102.27,0,0.1936,0.0676,0,50,12,1.44,0,2,0,1.5,0.24185616,3
2,102.61,0.2,0.38965843,1.919900938,-0.46909983,50,16,1.5,3,0,0,1.5,0.239944455,3
1,104.89,5.5,0.108271461,0.054558668,-0.00172116,50,3,0.02,3,0,5.5,0,0.156296461,4
2,104.9,4.38,0.410917983,1.279212355,0.599469167,50,17,1.5,0,4,5.5,1.5,0.000284877,4
1,127.44,5.5,0.036455302,0.028970332,-0.000470967,50,4,0.67,0,0,0,0,0,5
3,129.4,0,0.15155565,0.141562705,-0.007016597,50,13,0.24,4,0,0,0,0.062214499,5
