"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,15.53,0.9,0.514452185,0.615176905,-0.064144834,50,2,0,0,0,0,0,0,1
1,15.63,5.5,0.3136,0.6724,2.2e-17,50,1,0.46,3,0,5.5,0,0.123388275,1
2,59.54,2.76,0.8836,0.6561,0,50,10,1.5,0,0,0,0,0,2
0,59.86,2.87,0.688434327,0.478783328,0.019203439,50,3,0,0,0,0,0,0,2
2,82.94,4.71,0.360408283,0.354422216,-0.033463763,50,11,1.5,0,0,0,0,0,3
0,83.64,1.53,0.403960438,0.402478002,0.000608255,50,4,0,0,0,0,0,0,3
2,88.13,3.47,0.498768147,0.427615873,0.013195756,50,12,1.5,0,0,0,0,0,4
0,88.46,2.44,0.503474505,0.39554123,-0.043925782,50,5,0,0,0,0,0,0,4
2,110.79,1.81,0.53597983,0.476663666,-0.014916353,50,13,1.5,0,0,0,0,0,5
0,111.07,3.62,0.478145473,0.394363812,-0.02586744,50,6,0,0,0,0,0,0,5
2,126.47,2.55,0.442162282,0.351197825,-0.038401402,50,14,1.5,0,0,0,0,0,6
0,126.8,3.27,0.330633357,0.263304735,-0.016981288,50,7,0,0,0,0,0,0,6
0,136.32,3.49,0.79310727,0.600588088,-0.072147206,50,8,0,0,0,0,0,0,7
2,136.84,2.25,0.990621671,0.751054368,0.063152271,50,15,1.5,0,0,0,0,0,7
