"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,22.45,2.94,0.025872024,0.392241712,0.037514986,50,17,1.5,0,0,0,0,0,1
1,23.56,5.5,0.111663474,0.144402154,-0.078488064,50,1,1.3,0,1,5.5,1.5,0.012685411,1
1,79.2,5.5,0.153981349,0.198931741,-0.064434599,50,6,1.5,0,1,5.5,1.5,0.209089988,2
3,79.3,0,0.022727667,0.03008571,-0.004912571,50,15,1.39,0,2,0,1.5,0.006049647,2
2,79.33,0.62,0.033473747,0.419091061,-0.018955972,50,18,1.5,3,0,0,1.5,0.000144872,2
0,90.88,5.47,0.437190216,0.178197223,-0.042913767,50,12,0,0,2,5.5,0,0.628464092,3
3,91.23,0,0.502133172,1.078086174,0.391013873,50,16,0.57,4,2,0,1.5,0.053827199,3
2,92.4,0.76,1.076840502,0.476625631,0.264278395,50,19,1.5,0,0,0,0,0,3
0,116.93,0.53,0.369741541,0.251055675,0.026074996,50,14,0,0,0,0,0,0,4
2,117.5,4.16,0.366953554,0.338525135,-0.052503918,50,21,1.5,0,0,0,0,0,4
