"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,27.21,4.33,0.521625804,0.375786192,0.070029989,50,1,0,0,0,0,0,0,1
2,27.4,1.57,0.563979478,0.372686612,-0.036788349,50,6,1.5,0,0,0,0,0,1
1,56.22,5.5,0.112367827,0.673940811,-0.133563482,50,12,0.57,3,0,5.5,0,0.005661838,2
2,58.56,4.29,1.4641,1.0404,0,50,7,1.5,0,0,0,0,0,2
0,58.75,1.11,1.416719529,0.916420734,0.037597959,50,2,0,0,0,0,0,0,2
2,81.93,0.68,0.472351289,0.277431247,-0.042823458,50,8,1.5,0,0,0,0,0,3
0,82.15,5.41,0.367500825,0.118393177,-0.102380663,50,3,0,0,2,5.5,0,0.292970061,3
3,82.28,0,0.379245884,0.562876409,-0.197690673,50,14,0.44,4,0,0,0,0.065621683,3
2,103.53,2.83,1.9044,1.1664,0,50,9,1.5,0,0,0,0,0,4
0,103.81,2.54,2.2201,1.4884,0,50,4,0,0,0,0,0,0,4
2,116.7,3.26,0.413661654,0.403002594,0.000448736,50,10,1.5,0,0,0,0,0,5
0,116.84,2.16,0.594392904,0.320491452,0.032355157,50,5,0,0,0,0,0,0,5
