"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,2.88,0,0.525606943,1.214115436,-0.399212296,50,11,0.74,4,2,0,1.5,0.074013631,1
2,4.99,0.07,0.4096,0.04,0,50,5,1.5,3,0,0,1.5,0.487965696,1
0,5.5,5.26,0.374354338,0.237487039,-0.010903399,50,1,0,0,2,5.5,0,0.255922577,1
1,45.31,5.5,0.222225544,0.261493569,0.032932647,50,7,0.88,0,0,0,0,0,2
3,46.73,0,0.279654419,0.919138901,-0.215563446,50,12,0.81,4,2,0,1.5,0.035834727,3
0,46.8,0.72,0.327254415,0.42879721,0.118886908,50,2,0,0,0,0,0,0,2
0,48.87,5.25,0.294760665,0.247216314,-0.068331903,50,3,0,0,2,5.5,0,0.138850426,3
2,68.13,2.79,0.442610797,0.233484716,-0.065146474,50,6,1.5,0,0,0,0,0,4
0,69.98,3.41,1.163115206,0.300106491,0.167953324,50,4,0,0,0,0,0,0,4
1,132.27,5.5,0.0784,0.0676,0,50,9,0.64,0,0,0,0,0,5
3,133.95,0,0.040511949,0.087072527,-0.020336161,50,15,1.01,0,0,0,0,0,5
