"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,0.62,0,0.128256355,0.052298158,-0.00362601,50,13,0,4,0,0,0,0.201056685,1
0,1,4.6,0.090536783,0.359137448,-0.107277168,50,1,0,0,0,0,0,0,1
3,21.12,0,0.021428631,0.029282355,-0.003741161,50,16,1.25,0,0,0,0,0,2
3,23.57,0,0.2916,0.16,0,50,15,1.38,0,2,0,1.5,0.313599257,3
1,23.62,5.5,0.057941984,0.047373189,0.001473885,50,8,1.26,0,0,0,0,0,2
0,25.01,0.39,0.186441775,0.74593988,0.283467369,50,4,0,1,0,0,0,0.015387963,3
1,31,5.5,0.042572064,0.011793965,-1.25e-05,50,12,0.04,3,0,5.5,0,0.044768037,4
3,32.79,0,0.0961,0.0729,0,50,17,0.05,4,0,0,0,0.118967416,4
1,46.72,5.5,0.085595951,0.063824725,0.002886314,50,9,0.24,3,0,5.5,0,0.001886336,5
3,48.33,0,0.2916,0.2025,0,50,18,1.02,0,0,0,0,0,5
1,72.25,5.5,0.093565005,0.099135452,-0.00271801,50,10,1.08,0,0,0,0,0,6
3,74.53,0,0.211941738,0.17459037,0.040001663,50,20,0.6,0,0,0,0,0,6
3,91.84,0,0.031268861,0.016495325,0.007037448,50,21,0.73,0,0,0,0,0,7
1,92.33,5.5,0.25,0.1764,0,50,11,0.82,0,0,0,0,0,7
3,101.78,0,0.283665622,0.075090408,-0.017043954,50,22,1.45,0,2,0,1.5,0.374244669,8
2,102.11,0.55,0.787074272,1.615701738,0.994338376,50,5,1.5,3,0,0,1.5,0.014024062,8
3,118.3,0,0.318046345,0.17325988,0.043001967,50,23,1.3,0,2,0,1.5,0.250436506,9
2,118.43,0.25,0.450950917,1.07628846,0.585071226,50,7,1.5,3,0,0,1.5,0.131105628,9
3,143.53,0,0.226020291,0.163869277,0.039776593,50,25,0.26,4,0,0,0,0.074629733,10
0,143.67,1.1,0.323245086,0.240956004,0.069774414,50,3,0,0,0,0,0,0,10
