"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,23.01,5.5,1.233985942,2.424501947,1.153534381,50,11,0.85,3,1,5.5,1.5,0.515008797,1
0,23.12,0.14,0.5329,0.1225,0,50,1,0,1,0,0,0,0.543903418,1
2,23.33,5.4,0.523580707,0.109303141,-0.004972286,50,6,1.5,0,4,5.5,1.5,0.62192172,1
0,25.48,3.14,0.7744,0.5776,0,50,2,0,0,0,0,0,0,2
2,25.94,1.26,1.3689,1.21,0,50,7,1.5,0,0,0,0,0,2
0,58.36,4.06,0.979935976,0.998590366,-0.217810751,50,3,0,0,0,0,0,0,3
2,58.43,0.21,1.287807324,0.735957483,-0.017129299,50,8,1.5,3,0,0,1.5,1.506510035,3
3,58.57,0,1.464551132,0.800265694,-0.040049549,50,12,1.19,0,2,0,1.5,1.435027891,3
0,60.63,0.92,0.436973854,0.268438,6.87e-05,50,4,0,0,0,0,0,0,4
2,60.72,4.42,0.695317299,0.451716415,-0.026470616,50,9,1.5,0,0,0,0,0,4
2,118.71,2.51,1.093185915,0.705545068,0.013200141,50,10,1.5,0,0,0,0,0,5
0,118.75,2.42,0.655372823,0.386561531,-0.042757621,50,5,0,0,0,0,0,0,5
