"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,35.65,5.5,0.304796279,0.208349295,0.003672058,50,11,1.35,0,1,5.5,1.5,0.303005253,1
0,36.12,0.15,1.02814199,0.69902129,-0.657612494,50,4,0,1,0,0,0,0.446195767,1
2,42.17,1.4,0.663559217,0.86643356,-0.276504619,50,7,1.5,0,0,0,0,0,2
1,43.53,5.5,0.050961836,0.063782044,-0.004291922,50,13,0.78,0,0,0,0,0,2
0,74.77,4.56,0.362560534,1.313379651,0.348086523,50,1,0,0,2,5.5,0,0.041353949,3
3,75.62,0,0.400622089,0.469832266,0.02112145,50,22,0.75,0,0,0,0,0,3
2,92.63,2.74,0.63249569,0.421725057,-0.013904862,50,8,1.5,0,0,0,0,0,4
0,94.33,0.29,0.384020611,0.966884366,-0.337148306,50,2,0,1,0,0,0,0.14208029,4
0,94.49,4.82,0.432888265,1.043174123,0.307964368,50,3,0,0,2,5.5,0,0.116119503,5
1,94.5,5.5,0.436064515,0.456681634,-0.008739062,50,15,1.26,0,1,5.5,1.5,0.376141599,4
3,95.14,0,0.604390903,0.689458336,0.036204332,50,23,0.56,4,0,0,0,0.449589528,5
1,112.04,5.5,0.126031629,0.231046491,-0.04661293,50,16,0.25,3,0,5.5,0,0.039910556,6
3,114.35,0,0.115307785,0.03648482,0,50,24,1.22,0,0,0,0,0,6
2,118.49,1.41,0.281575087,0.278082012,-0.07159756,50,9,1.5,0,0,0,0,0,7
1,120.47,5.5,0.041470052,0.05649772,-0.003603547,50,17,0.91,0,0,0,0,0,7
