"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,36.97,5.38,0.9216,0.6561,0,50,6,1.5,0,4,5.5,1.5,1.209423113,1
1,37.2,5.5,0.660500143,1.898441071,-0.039668285,50,9,0.21,3,1,5.5,1.5,0.012091077,1
0,37.35,0.78,0.611581382,0.583823865,0.076101608,50,1,0,0,0,0,0,0,1
3,37.94,0,1.183777691,3.782424195,-1.179709317,50,11,0.76,4,2,0,1.5,0.239728113,2
2,38.04,0.18,1.493127312,1.597946065,0.055053699,50,5,1.5,3,0,0,1.5,3.101908954,2
0,38.7,4.95,0.90104475,1.460225836,-0.268510349,50,2,0,0,2,5.5,0,0.401779268,2
2,97.26,1.68,1.651431718,1.621597852,-0.001225938,50,7,1.5,0,0,0,0,0,3
0,97.7,3.58,1.236280108,0.97910719,-0.025421845,50,3,0,0,0,0,0,0,3
1,133.09,5.5,0.271814502,0.218361336,-0.004379163,50,10,1.45,0,1,5.5,1.5,0.373694405,4
0,133.12,0.06,0.332147452,0.153854291,-0.013473188,50,4,0,1,0,0,0,0.446075096,4
