"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,32.06,0,0.3136,0.1764,0,50,16,0.01,4,0,0,0,0.481275946,1
0,32.64,4.68,0.410880637,2.255310144,0.747569113,50,1,0,0,2,5.5,0,0.05130668,1
1,35.4,5.5,0.289290955,0.298125308,-0.010286306,50,11,0.43,3,0,5.5,0,0.04938629,2
0,35.82,3.34,0.21343322,0.249011832,0.137355091,50,2,0,0,0,0,0,0,2
3,35.96,0,0.484545307,0.321155143,-0.02853141,50,17,1.42,0,2,0,1.5,0.639365702,3
2,36.04,0.12,0.607063457,0.54944496,-0.033463551,50,6,1.5,3,0,0,1.5,0.764471759,3
1,56.03,5.5,0.025079042,0.028960792,0.002272758,50,12,1.24,0,0,0,0,0,4
0,56.67,1.01,0.0576,0.3721,1.93e-17,50,3,0,0,0,0,0,0,4
2,63.56,1.29,0.434196005,0.62269407,-0.104219431,50,7,1.5,0,0,0,0,0,5
1,64.72,5.5,0.250102999,0.247043921,-0.04446006,50,13,0.89,0,0,0,0,0,5
3,94.58,0,0.154158317,0.028828644,0,50,19,0.03,4,0,0,0,0.212770944,6
0,94.59,5.24,0.328204443,1.119030671,0.210495058,50,4,0,0,2,5.5,0,0.352203702,6
2,138.85,0.05,0.449078874,0.240194619,0.020086293,50,10,1.5,3,0,0,1.5,0.631891805,7
3,139,0,0.418581228,0.294333945,-0.007313486,50,20,1.3,0,2,0,1.5,0.378299475,7
