"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,30.49,5.5,0.138360726,0.121081181,0.011536627,50,1,0.83,0,0,0,0,0,1
3,35.08,0,0.045144995,0.040661879,-0.000224906,50,10,0.25,0,0,0,0,0,1
1,38.37,5.5,0.115351434,0.040722458,-0.002316467,50,5,1.48,0,1,5.5,1.5,0.166217684,2
3,39.6,0,0.094786489,0.070407021,0.000830182,50,9,0.02,4,0,0,0,0.13632543,3
0,39.73,0.54,0.22917169,0.213817883,-0.144156565,50,6,0,0,0,0,0,0,2
0,39.73,5.22,0.137725938,0.456617927,0.109360548,50,7,0,0,2,5.5,0,0.070404906,3
1,56.14,5.5,0.095623482,0.06878498,0.010985448,50,2,0.93,0,0,0,0,0,4
3,57.84,0,0.0289,0.0144,0,50,12,0.04,4,0,0,0,0.029790984,4
3,67.73,0,0.09,0.0784,0,50,14,1.47,0,2,0,1.5,0.123179419,5
1,67.87,5.5,0.129434222,0.148790818,0.014529772,50,3,0.93,0,0,0,0,0,5
2,68.5,0.39,0.455936567,1.698692831,-0.70448841,50,15,1.5,3,0,0,1.5,0.031753434,5
1,97.01,5.5,0.133910434,0.146795451,0.017389931,50,4,0.8,0,0,0,0,0,6
3,99.34,0,0.161745652,0.110875101,-0.006657505,50,13,0.38,0,0,0,0,0,6
