"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,23.72,4.5,0.36,0.25,0,50,1,0,0,0,0,0,0,1
2,24.53,0.93,0.363658478,0.306426284,-0.002616624,50,9,1.5,0,0,0,0,0,1
3,31.32,0,0.64569004,1.420200175,0.684592091,50,12,0.9,4,2,0,1.5,0.117398702,2
0,31.6,4.78,0.688325867,0.607010706,-0.002490755,50,2,0,0,2,5.5,0,0.028208089,2
2,32.41,0.56,0.81900237,0.646852789,0.004754892,50,10,1.5,3,0,0,1.5,0.26526044,2
0,71.2,4.53,0.8649,0.6084,0,50,5,0,0,0,0,0,0,3
2,71.75,0.83,0.777134881,0.600501345,-0.008610217,50,6,1.5,0,0,0,0,0,3
3,72.73,0,0.2304,0.0016,0,50,14,0.04,0,0,0,0,-2.77e-06,3
0,113.21,4.55,0.6084,0.3969,0,50,4,0,0,0,0,0,0,4
2,113.71,0.86,0.757933136,0.567911777,-0.006965827,50,7,1.5,0,0,0,0,0,4
0,114.87,2.99,0.64,0.5329,0,50,3,0,0,0,0,0,0,5
2,115.32,2.94,0.64864618,0.495740393,-0.00962109,50,8,1.5,0,0,0,0,0,5
