"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,1.51,5.5,0.150520721,0.07823209,0,50,6,0.44,0,0,0,0,0,1
3,4.1,0,0.0289,0.01,0,50,14,1.18,0,0,0,0,0,1
1,22.61,5.5,0.381996948,0.257954826,0.035018458,50,8,0.02,3,0,5.5,0,0.56751048,2
2,23.45,5.35,0.266054009,0.299463511,-0.143846668,50,3,1.5,0,4,5.5,1.5,0.152050971,2
0,25.08,4.27,0.417691325,1.218263105,-0.284560828,50,1,0,0,0,0,0,0,2
1,26.33,5.5,0.140350741,0.103214556,0.026521875,50,9,0.69,0,0,0,0,0,3
2,34.54,1.86,0.102868293,0.428111562,0.059730381,50,4,1.5,0,0,0,0,0,3
2,58.47,4.91,0.291660206,0.12505209,-0.114062789,50,5,1.5,0,0,0,0,0,4
1,58.49,5.5,0.127179284,0.135359488,-0.013092398,50,10,0.86,0,0,0,0,0,4
0,58.75,4.9,0.268309278,1.487335037,-0.347367004,50,2,0,0,2,5.5,0,0.044235516,5
3,58.75,0,0.299229429,0.221846658,0.061879089,50,15,0.02,4,0,0,0,0.421176552,5
