"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,20.96,5.5,0.171286804,0.02217099,-0.003880509,50,22,1.49,0,1,5.5,1.5,0.258620315,1
3,21.23,0,0.6084,0.3249,0,50,23,0.17,4,0,0,0,0.658575541,2
0,21.46,5.28,0.80104602,0.480998463,-0.081928912,50,2,0,0,2,5.5,0,0.78225204,2
0,21.49,0.53,0.40019599,0.448979794,0.080330655,50,1,0,1,0,0,0,0.276853687,1
2,22.66,1.38,0.27028764,0.421799228,0.105307859,50,9,1.5,0,0,0,0,0,4
1,23.31,5.5,0.260089304,0.061737513,-0.020846936,50,15,0.06,3,0,5.5,0,0.325089895,3
2,24.24,5.2,0.219257575,0.365397104,-0.120041161,50,10,1.5,0,4,5.5,1.5,0.051723389,3
0,25.73,3.31,0.41170813,0.28037106,-0.031817574,50,3,0,0,0,0,0,0,4
1,72.34,5.5,0.188187391,0.231612412,-0.044536976,50,16,0.87,0,0,0,0,0,5
2,73.83,4,0.212937271,0.15754434,-0.115992655,50,11,1.5,0,0,0,0,0,5
0,97.78,5.18,0.346717399,0.41124636,-0.103710193,50,6,0,0,2,5.5,0,0.135063528,6
3,97.79,0,0.406088086,0.163698784,0.016337989,50,24,0.11,4,0,0,0,0.466620977,6
1,101.39,5.5,0.633749964,0.116766821,-0.027503192,50,17,0.11,3,0,5.5,0,0.745943891,7
2,101.75,4.97,0.630307922,0.664431331,-0.507431179,50,12,1.5,0,4,5.5,1.5,0.06803749,7
3,113.31,0,0.083800728,0.083983959,0.001802036,50,25,1.07,0,0,0,0,0,8
2,113.72,0.7,0.440942317,0.925877504,0.476390547,50,13,1.5,3,0,0,1.5,0.003608165,8
1,114.02,5.5,0.3136,0.3136,0,50,18,1.25,0,1,5.5,1.5,0.222202351,9
2,114.94,3.75,0.214826452,0.390773808,-0.199342807,50,14,1.5,0,0,0,0,0,9
3,119.87,0,0.040830124,0.016488859,0.002594078,50,27,0.66,0,0,0,0,0,10
1,120.69,5.5,0.049564427,0.041196746,0.000888191,50,20,1.48,0,1,5.5,1.5,0.068832457,10
1,127.23,5.5,0.036484818,0.025335091,-4.54e-06,50,19,0.36,0,0,0,0,0,11
0,130.8,1.04,0.430992336,0.423526728,0.023369911,50,7,0,0,0,0,0,0,11
