"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,2.21,1.71,0.671687301,0.598771652,-0.075705961,50,1,0,0,0,0,0,0,1
2,2.43,4.6,0.718293393,0.616104312,-0.015805394,50,6,1.5,0,0,0,0,0,1
2,27.86,0.2,0.8836,1.1449,1.6e-17,50,7,1.5,3,0,0,1.5,1.027194009,2
3,28.91,0,1.034073118,0.45347533,0.046605647,50,15,1.44,0,2,0,1.5,1.489635576,2
1,28.96,5.5,0.289163745,0.321370209,-0.095647298,50,11,0.07,3,0,5.5,0,0.337918539,3
2,29.1,5.19,0.46131324,0.304534429,0.002509318,50,8,1.5,0,4,5.5,1.5,0.266941251,3
0,29.73,1.17,0.6241,0.4761,0,50,2,0,0,0,0,0,0,3
1,60.53,5.5,0.269981872,0.682338762,-0.094059137,50,13,0.75,3,1,5.5,1.5,0.009306374,4
0,61.18,0.54,0.34063624,0.341090451,-1.64e-05,50,3,0,1,0,0,0,0.013133506,4
0,77.04,2.9,0.857550117,0.764631208,-0.048028269,50,4,0,0,0,0,0,0,5
2,77.08,3.79,1.063714634,0.906571333,0.088722407,50,9,1.5,0,0,0,0,0,5
0,140.43,0.21,0.755808462,0.417796349,-0.124051247,50,5,0,1,0,0,0,0.765708885,6
1,140.56,5.5,1.16249381,2.325731131,-0.760657545,50,14,0.8,3,1,5.5,1.5,0.267359452,6
2,140.69,5.46,0.756257641,0.083106005,-0.024676477,50,10,1.5,0,4,5.5,1.5,1.085531446,6
