"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,2.13,0,1.490125875,2.081885659,-0.981487516,50,15,0.77,4,2,0,1.5,0.224379783,1
2,2.81,0.04,0.8464,0.2025,0,50,7,1.5,3,0,0,1.5,1.248174847,1
0,3.09,5.47,0.646390374,0.168913033,-0.005253098,50,1,0,0,2,5.5,0,0.962828226,1
1,21.09,5.5,2.370814402,2.276601087,0.675619251,50,13,1.23,3,1,5.5,1.5,2.617170387,2
0,21.3,0.51,1.37576257,1.470652326,0.108681954,50,2,0,1,0,0,0,2.517265021,2
2,24.57,1.23,0.480078519,0.431935019,-0.048054401,50,9,1.5,0,0,0,0,0,3
0,24.68,4.55,0.414203298,0.360007935,0.064958938,50,3,0,0,0,0,0,0,3
2,54.61,1.88,1.482553581,1.157023329,-0.266195184,50,10,1.5,0,0,0,0,0,4
0,54.85,4.07,1.218507794,0.787545051,0.185059846,50,4,0,0,0,0,0,0,4
3,85.68,0,1.962222391,3.702529317,-1.595824336,50,17,0.77,4,2,0,1.5,0.412259318,5
0,85.84,5.46,0.6724,0.2025,0,50,5,0,0,2,5.5,0,0.984982222,5
2,85.85,0.2,0.750970026,0.148128435,-0.018712072,50,11,1.5,3,0,0,1.5,0.635157252,5
3,119.12,0,1.134524952,4.781866535,-1.019111079,50,18,1.02,4,2,0,1.5,0.66804292,6
2,119.29,0.15,0.563111218,0.098015394,0.010980995,50,12,1.5,3,0,0,1.5,0.505098217,6
0,119.46,5.4,0.425247452,0.062560014,0,50,6,0,0,2,5.5,0,0.456284226,6
