"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,16.26,4.06,0.661062125,0.696160535,-0.141247373,50,1,0,0,0,0,0,0,1
2,17.39,2.15,0.964107963,0.776637384,0.204175435,50,7,1.5,0,0,0,0,0,1
0,57.4,3.84,0.437068918,0.273262282,0.024368347,50,2,0,0,0,0,0,0,2
2,58.07,1.34,0.3025,0.25,0,50,8,1.5,0,0,0,0,0,2
0,85.03,1.72,0.666116494,0.623367887,-0.220127216,50,3,0,0,0,0,0,0,3
2,85.41,4.75,0.761286101,0.876384871,0.044849075,50,9,1.5,0,4,5.5,1.5,0.330237971,3
3,89.73,0,0.464489346,1.046964737,0.264426749,50,6,0.42,4,0,0,0,0.375830624,4
0,90.59,5.36,0.2781955,0.299119931,0.088545547,50,4,0,0,2,5.5,0,0.58921209,4
0,128.4,3.84,0.591318761,0.511521818,0.008087821,50,5,0,0,0,0,0,0,5
2,128.98,1.52,0.531788039,0.397293289,-0.04915324,50,10,1.5,0,0,0,0,0,5
