"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,6,1.3,0.4489,0.3249,0,50,14,1.5,0,0,0,0,0,1
0,6.14,3.43,0.489727789,0.425060003,-0.001488409,50,7,0,0,0,0,0,0,1
3,18.11,0,1.377679113,0.769716948,-0.412041412,50,12,0,4,0,0,0,1.817579587,2
0,18.22,5.16,2.262114524,1.153562662,-1.156886748,50,8,0,0,2,5.5,0,0.582493067,2
2,33.63,4.59,0.577828023,0.412652064,0,50,15,1.5,0,0,0,0,0,3
0,34.06,1.05,0.4225,0.2401,0,50,9,0,0,0,0,0,0,3
1,34.58,5.5,0.017261106,0.031570187,-0.007747774,50,5,0.84,0,0,0,0,0,3
1,55.41,5.5,0.568671904,2.336626125,0.517453642,50,1,0.76,3,1,5.5,1.5,0.182702721,4
0,55.58,0.05,0.3136,0.2401,0,50,10,0,1,0,0,0,0.435557672,4
2,64.04,2.28,0.383201323,0.317429892,0.009599014,50,16,1.5,0,0,0,0,0,5
0,64.29,2.61,0.347171098,0.322009485,0.000907387,50,11,0,0,0,0,0,0,5
