"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,0.56,5.5,0.14441438,0.099354643,-0.001561228,50,1,1.19,0,1,5.5,1.5,0.000678522,1
0,0.83,1.72,0.128569244,1.182501085,0.294199596,50,7,0,0,0,0,0,0,1
3,20.44,0,0.179695184,0.120920344,0.003043158,50,10,0.18,4,0,0,0,0.114572158,2
0,20.94,5.4,0.357538345,1.217462708,-0.36302422,50,9,0,0,2,5.5,0,0.30303252,2
2,39.76,3.73,0.230438343,0.433169279,-0.237358587,50,18,1.5,0,0,0,0,0,3
3,39.87,0,0.179507524,0.0475163,0.006754995,50,11,1.39,0,2,0,1.5,0.150863686,4
2,40.02,0.9,0.260003714,2.178978776,0.448413181,50,17,1.5,3,0,0,1.5,0.018514857,4
1,40.5,5.5,0.0289,0.04,6.8e-19,50,2,1.24,0,0,0,0,0,3
1,54.77,5.5,0.079753688,0.020018258,0.002274327,50,6,0.05,3,0,5.5,0,0.085433437,5
2,54.87,4.64,0.31304117,0.757450534,-0.331297907,50,19,1.5,0,4,5.5,1.5,1.33e-05,5
3,55.52,0,0.068656506,0.047505266,0.00267788,50,12,0.18,4,0,0,0,0.009513351,5
1,70.78,5.5,0.023821126,0.029250999,0.002449271,50,3,0.56,0,0,0,0,0,6
3,72.21,0,0.0256,0.0225,0,50,15,0.07,4,0,0,0,0.017792063,6
3,97.95,0,0.382518695,0.285691515,-0.00791234,50,13,0.58,0,0,0,0,0,7
2,97.95,2.14,0.146136961,0.512519371,0.020974739,50,20,1.5,0,0,0,0,0,7
2,109.57,4.64,0.05602529,0.955499715,-0.060255086,50,21,1.5,0,4,5.5,1.5,0.001011912,8
3,113.22,0,0.03408454,0.007548139,-1.08e-05,50,16,0.89,0,0,0,0,0,8
3,120.25,0,0.120836062,0.07375214,0.001461475,50,14,1.01,0,0,0,0,0,9
2,121.19,3.86,0.088571643,0.338580225,-0.114599398,50,22,1.5,0,0,0,0,0,9
