"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
2,12.01,0.07,0.4225,0.0729,0,50,14,1.5,3,0,0,1.5,0.538498262,1
3,12.16,0,0.981085073,1.252961296,-0.325499507,50,8,0.82,4,2,0,1.5,0.240167632,1
0,13.22,4.64,1.294592951,1.688691752,-0.707555197,50,5,0,0,2,5.5,0,0.201182075,1
3,48.09,0,0.766320127,0.377991913,-0.126103059,50,10,1.41,0,2,0,1.5,0.962062506,2
2,48.11,0.59,1.014168955,0.910737688,0.358661423,50,15,1.5,3,0,0,1.5,0.238652272,2
0,49.35,3.93,0.940924927,0.773630487,-0.260416307,50,6,0,0,0,0,0,0,2
1,52.38,5.5,0.016215476,0.070378784,3.32e-18,50,2,1.44,0,1,5.5,1.5,0.013826551,3
3,54.89,0,0.025099561,0.016902338,0.001409307,50,11,0.12,4,0,0,0,0.001001038,3
1,80.05,5.5,0.838546109,0.760341684,0.431420552,50,3,0.24,3,0,5.5,0,0.463986713,4
2,80.61,5.35,0.543385418,1.10196638,0.012068749,50,16,1.5,0,4,5.5,1.5,0.672519715,4
3,94.69,0,1.288366267,0.792375977,-0.136771226,50,12,0.5,4,0,0,0,0.818783841,5
0,95.21,4.5,5.594390837,4.621783944,-4.088465984,50,7,0,0,2,5.5,0,0.281041193,5
1,103.47,5.5,0.52335853,0.95469689,0.481912125,50,4,0.43,3,0,5.5,0,0.190483879,6
2,103.88,5.45,0.994986187,0.316316369,0.000276454,50,17,1.5,0,4,5.5,1.5,1.455065158,6
