"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,12.39,1.54,0.523388427,0.423759369,-0.064611603,50,1,0,0,0,0,0,0,1
2,12.91,4.37,0.554274711,0.562026483,0.000945148,50,11,1.5,0,0,0,0,0,1
1,31.27,5.5,0.416433121,0.903541202,-0.16490844,50,19,1.37,0,1,5.5,1.5,0.46054507,2
0,31.86,0.09,0.646436391,0.213175673,-0.008235918,50,3,0,1,0,0,0,0.847752711,2
0,35.32,4.15,0.834699011,0.828520706,0.060277949,50,4,0,0,0,0,0,0,3
3,35.66,0,0.698323015,0.684147603,0.492544739,50,23,1.41,0,2,0,1.5,0.433731758,3
2,36.08,0.65,1.306832233,0.979756725,-0.213879359,50,12,1.5,3,0,0,1.5,0.548068406,3
0,63.42,0.69,0.629048618,0.512677805,-0.11839176,50,5,0,1,0,0,0,0.009437761,4
1,63.47,5.5,1.461582835,1.504700679,-1.016601747,50,21,0.41,3,1,5.5,1.5,0.024954734,4
2,64.23,5.35,0.94046924,0.555211171,0.170316784,50,13,1.5,0,4,5.5,1.5,1.110836509,4
0,89,1.45,0.340180866,0.272625674,-0.005561461,50,6,0,0,0,0,0,0,5
2,89.44,4.48,0.481112068,0.47109913,0.013992174,50,14,1.5,0,0,0,0,0,5
0,93.81,0.82,0.564787965,0.452275384,-0.049940941,50,7,0,0,0,0,0,0,6
1,94.23,5.5,0.830552941,1.113820789,-0.412428052,50,22,0.19,3,0,5.5,0,0.749332283,6
2,94.45,5.32,0.833817008,0.560200161,0.104258471,50,15,1.5,0,4,5.5,1.5,0.952290525,6
0,110.16,4.99,0.319499555,0.38553255,0.075220222,50,8,0,0,2,5.5,0,0.165568266,7
3,110.17,0,0.231556234,0.359623088,0.043807624,50,24,0.62,0,0,0,0,0,7
0,118.97,2.96,0.412613918,0.292429742,0.090606889,50,9,0,0,0,0,0,0,8
2,119.6,2.3,0.661928298,0.475640091,-0.035699202,50,16,1.5,0,0,0,0,0,8
0,124.27,2.32,0.521924172,0.387367042,-0.045947322,50,10,0,0,0,0,0,0,9
2,124.85,3.29,0.956271866,0.554126914,-0.030800588,50,17,1.5,0,0,0,0,0,9
