"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,1.44,1.29,0.993183121,0.441482378,-0.00772583,50,1,0,0,0,0,0,0,1
2,1.46,3.52,0.300493035,0.343316575,0.001845965,50,8,1.5,0,0,0,0,0,1
1,9.78,5.5,0.224003793,0.473822633,-0.138236462,50,18,0.3,3,0,5.5,0,0.067267642,2
2,10.74,5.35,0.353133063,0.064861902,0,50,9,1.5,0,4,5.5,1.5,0.248952092,2
3,11.43,0,0.199552082,0.199490008,0.079791199,50,16,1.39,0,2,0,1.5,0.173154003,2
3,18.37,0,0.042652591,0.024124356,0.006502484,50,17,0,4,0,0,0,0.064236244,3
0,18.83,4.97,0.5041,0.4225,0,50,2,0,0,2,5.5,0,0.07889198,3
2,19.06,1.07,0.435825282,0.328552884,-0.002361517,50,10,1.5,0,0,0,0,0,3
2,28.81,2.28,0.4356,0.3249,0,50,11,1.5,0,0,0,0,0,4
0,28.89,3.39,0.4096,0.4096,0,50,3,0,0,0,0,0,0,4
2,48.74,2.72,0.5041,0.4489,0,50,12,1.5,0,0,0,0,0,5
0,48.82,2.99,0.5329,0.5041,0,50,4,0,0,0,0,0,0,5
0,81.16,4.06,0.622326189,0.559468682,-0.002304238,50,5,0,0,0,0,0,0,6
2,81.19,1.9,0.5929,0.5184,0,50,13,1.5,0,0,0,0,0,6
2,112.26,4.49,0.369693128,0.28702726,-0.022046497,50,14,1.5,0,0,0,0,0,7
0,112.32,0.71,0.316316245,0.248751574,-2.75e-05,50,6,0,0,0,0,0,0,7
2,117.46,3.65,0.654649826,0.526819599,-0.011049473,50,15,1.5,0,0,0,0,0,8
0,117.54,1.74,0.603781884,0.552132776,0.00427361,50,7,0,0,0,0,0,0,8
