"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
0,13.05,4.33,0.454358059,0.155858657,0.075286023,50,1,0,0,0,0,0,0,1
2,15.63,1.14,0.471084063,0.136657153,0.039858108,50,4,1.5,0,0,0,0,0,1
0,21.77,1.88,0.389214424,0.395691621,0.10512859,50,2,0,0,0,0,0,0,2
2,22.04,2.9,0.415107819,0.292846014,-0.126940479,50,5,1.5,0,0,0,0,0,2
2,25.75,4.97,0.21570267,0.433033835,-0.132845605,50,6,1.5,0,4,5.5,1.5,0.021856132,3
1,25.9,5.5,0.123786969,0.186232188,-0.033461699,50,10,0.36,3,0,5.5,0,0.007850483,3
1,47.23,5.5,0.231952424,0.315944605,-0.0514264,50,11,0.71,0,0,0,0,0,4
2,47.64,4.52,0.456800093,0.474480339,-0.234929931,50,7,1.5,0,0,0,0,0,4
1,98.29,5.5,0.1089,0.1225,8.33e-19,50,13,0.79,0,0,0,0,0,5
2,98.6,3.73,0.184741242,0.325810695,-0.113816358,50,8,1.5,0,0,0,0,0,5
