"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,33.97,0,0.853179388,1.451490286,-0.276465307,50,14,0.31,4,2,0,1.5,0.001382256,1
2,34.21,0.58,0.44009662,0.295464897,-0.009541577,50,6,1.5,0,0,0,0,0,1
0,34.26,5.47,0.716935322,0.567006163,0.019076558,50,1,0,0,2,5.5,0,1.074094415,1
0,41.59,1.5,0.887814233,1.044055508,-0.198582492,50,2,0,0,0,0,0,0,2
2,41.6,3.31,0.609067265,0.598982185,0.155632463,50,7,1.5,0,0,0,0,0,2
2,107.67,3.14,0.348798064,0.353845165,0.045331818,50,8,1.5,0,0,0,0,0,3
0,107.93,1.98,0.612255386,0.612365082,-0.06887586,50,3,0,0,0,0,0,0,3
2,134.62,3.86,0.665029609,0.550926288,0.082468027,50,9,1.5,0,0,0,0,0,4
0,135.06,1.01,0.813938318,0.885096573,-0.098447464,50,4,0,0,0,0,0,0,4
2,138.92,0.79,0.675039311,0.731976088,-0.077601148,50,10,1.5,3,0,0,1.5,0.022801769,5
0,139.28,5.41,1.104214507,0.909873134,0.021850221,50,5,0,0,2,5.5,0,1.542978999,5
3,139.36,0,1.182176002,1.707887156,-0.445760081,50,15,0.22,4,2,0,1.5,0.004272458,5
