"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,22.83,5.5,0.372182372,0.401308208,-0.058095514,50,2,1.34,0,1,5.5,1.5,0.373850544,1
0,24.51,0.04,0.583288573,0.592151701,0.34629644,50,8,0,1,0,0,0,1.073192638,1
2,25.79,3.41,0.699496649,1.047210625,-0.346717701,50,14,1.5,0,0,0,0,0,1
0,59.45,5.38,0.248471566,6.036046093,0.488357226,50,9,0,0,2,5.5,0,0.27268785,2
3,59.69,0,0.319198203,0.20747058,-0.030895734,50,12,0.19,4,0,0,0,0.275804711,2
1,96.76,5.5,0.294502342,0.340130049,-0.043227408,50,5,0.86,0,0,0,0,0,3
2,98.18,4.18,0.564962545,0.969955933,-0.355635451,50,15,1.5,0,0,0,0,0,3
0,122.98,4.58,0.049356315,2.02042752,-0.168347458,50,11,0,0,2,5.5,0,0.002196363,4
3,123.15,0,0.1296,0.04,0,50,13,0.04,4,0,0,0,0.169606711,4
1,130.58,5.5,0.262419641,0.245345234,-0.009112831,50,6,1.27,0,1,5.5,1.5,0.176977346,5
0,130.87,0.04,0.389163308,1.104834662,0.457644644,50,10,0,1,0,0,0,0.462255878,5
2,131.55,2.51,0.67028297,2.362479497,-0.379875739,50,16,1.5,0,0,0,0,0,5
1,138.02,5.5,0.259593098,0.281833176,-0.036360258,50,7,0.76,0,0,0,0,0,6
2,138.48,4.09,0.444275309,1.00965458,-0.25298391,50,17,1.5,0,0,0,0,0,6
