"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
3,2.9,0,1.698812569,1.943989,0.272460192,50,11,1.47,0,2,0,1.5,4.256678059,1
2,4.86,0.07,1.649008932,2.118830716,0.209881474,50,14,1.5,3,0,0,1.5,3.545317825,1
2,16.32,2.33,0.755095677,0.93033173,-0.061916616,50,15,1.5,0,0,0,0,0,2
0,16.5,3.93,0.855118464,0.937003089,0.096623083,50,6,0,0,0,0,0,0,2
0,32.78,3.05,0.968095897,0.952574196,-0.058097814,50,7,0,0,0,0,0,0,3
2,33.19,3.01,0.941394317,0.886698228,0.110031517,50,16,1.5,0,0,0,0,0,3
3,72.75,0,0.495631205,0.584281532,-0.023642517,50,12,0.1,4,0,0,0,0.637633601,4
2,73.64,1.16,0.618721845,0.622699525,0.001910022,50,17,1.5,0,0,0,0,0,4
0,73.7,5.09,0.628191499,0.668045727,0.022646449,50,8,0,0,2,5.5,0,0.842031077,4
0,86.98,3.15,0.618442454,0.692318773,-0.084614219,50,9,0,0,0,0,0,0,5
2,87.56,2.73,0.714805743,0.569073538,0.076112433,50,18,1.5,0,0,0,0,0,5
0,103.59,4.01,0.473440118,0.473124073,-8.1e-06,50,10,0,0,0,0,0,0,6
2,104.09,1.68,0.551868184,0.414411285,0.010049068,50,19,1.5,0,0,0,0,0,6
1,116.32,5.5,0.409198901,1.187583227,-0.222836577,50,1,0.05,3,0,5.5,0,0.517368335,7
2,116.52,5.38,0.2878973,0.357272435,-0.058984122,50,20,1.5,0,4,5.5,1.5,0.31211404,7
