"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,19.86,5.5,0.713797823,0.761278339,0.368190959,50,16,1.28,0,1,5.5,1.5,1.2329867,1
2,20.15,4.54,0.778321309,0.390197632,0.166801713,50,7,1.5,0,0,0,0,0,1
0,20.83,0.09,0.505798954,0.340784386,0.004956386,50,1,0,1,0,0,0,0.660611125,1
2,40.98,0.13,0.3844,0.2025,0,50,8,1.5,3,0,0,1.5,0.423242858,2
3,41.15,0,0.370737277,0.329006652,0.00522091,50,19,1.39,0,2,0,1.5,0.447579978,2
2,52.1,2.79,0.555245945,0.274103379,-0.032617416,50,9,1.5,0,0,0,0,0,3
0,52.27,2.49,0.655445413,0.328653405,0.007060696,50,2,0,0,0,0,0,0,3
2,87.08,3.81,0.388038699,0.286950672,0.00202284,50,10,1.5,0,0,0,0,0,4
0,87.45,1.3,0.435876887,0.240780183,-0.02222378,50,3,0,0,0,0,0,0,4
2,97.15,0.77,0.694324817,0.43173966,-0.228884362,50,11,1.5,0,0,0,0,0,5
0,97.55,5.49,0.392006829,0.064956466,0.005562,50,4,0,0,2,5.5,0,0.601776395,5
3,97.74,0,0.455979856,0.639685522,-0.108875446,50,20,0.5,4,0,0,0,0.120276076,5
2,129.01,3.36,0.379362058,0.208673322,-0.008907954,50,12,1.5,0,0,0,0,0,6
0,129.55,1.92,0.36585562,0.20820969,0,50,5,0,0,0,0,0,0,6
2,134.31,0,0.56175572,0.237984108,-0.044106839,50,13,1.5,3,0,0,1.5,0.869561329,7
3,134.53,0,0.323378765,0.123107432,0.031986281,50,21,1.44,0,2,0,1.5,0.422571018,7
2,134.69,3.59,0.451223237,0.321934507,0.050586431,50,14,1.5,0,0,0,0,0,8
0,135.45,1.49,0.547466116,0.314319404,-0.032011759,50,6,0,0,0,0,0,0,8
