"surface","x","y","var_x","var_y","cov","n","idx","z","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","matching"
1,6.4,5.5,1.03624891,0.956423165,-0.356120777,50,11,1.4,0,1,5.5,1.5,1.221064613,1
0,6.97,0.16,1.1449,0.2704,0,50,1,0,1,0,0,0,1.339894161,1
3,43.89,0,0.377104173,0.125174098,-0.018522693,50,12,0.05,4,0,0,0,0.520903223,2
0,44.93,5.48,0.578434244,0.201671781,0.141432825,50,3,0,0,2,5.5,0,0.724849985,2
0,45.05,2.03,1.157969039,0.682732984,-0.104408204,50,2,0,0,0,0,0,0,3
2,46.26,3.88,1.568079027,1.086094566,0.078043708,50,7,1.5,0,0,0,0,0,3
3,73.61,0,0.182459737,0.40714866,-0.02277335,50,13,1.26,0,2,0,1.5,0.118667372,4
0,73.78,4.12,0.612926307,0.669664888,0.121822461,50,4,0,0,0,0,0,0,4
2,74.7,0.57,0.6241,0.4489,0,50,8,1.5,3,0,0,1.5,0.076406971,4
0,108.5,2.86,0.537800745,0.398326283,0.053900268,50,5,0,0,0,0,0,0,5
2,109.23,2.36,0.424889249,0.448584731,-0.032376965,50,9,1.5,0,0,0,0,0,5
0,143.63,2.6,0.782061315,0.473255392,0.003889508,50,6,0,0,0,0,0,0,6
2,144,2.91,0.576754854,0.607697724,0.002515591,50,10,1.5,0,0,0,0,0,6
